beer_id,brewery_id
1,812
2,264
3,779
4,287
5,1056
6,1385
8,1099
9,501
10,545
11,742
12,779
13,545
14,1099
16,168
17,1023
18,39
19,196
20,483
21,1142
22,1142
23,1142
24,1142
25,1142
26,1220
27,878
28,935
29,1271
30,935
31,1271
32,1271
33,190
34,196
37,1175
38,743
39,1307
40,1307
41,277
43,723
45,723
46,901
47,901
48,176
49,974
50,176
51,432
52,170
53,901
54,39
55,176
56,856
57,160
58,1221
59,1221
60,1315
61,160
62,236
63,935
64,501
65,586
66,670
67,1056
68,905
70,1142
71,161
72,779
73,779
74,779
75,266
76,266
77,266
78,266
79,266
80,1202
81,160
82,1264
83,1264
85,1272
86,425
87,1047
88,1047
89,879
90,879
91,879
92,879
93,879
94,879
95,879
96,901
97,901
98,901
99,901
100,901
101,1185
103,1260
104,1056
105,1056
106,884
108,727
109,1075
110,620
111,304
112,905
113,1315
114,304
115,179
116,179
117,292
118,827
119,1019
120,1029
121,481
122,130
123,1064
124,441
126,584
127,623
128,397
129,441
130,562
131,189
132,130
133,562
134,622
135,562
136,1175
137,236
138,935
139,335
140,671
141,255
142,447
143,447
144,447
145,447
146,1392
147,1151
148,441
149,1151
150,1264
151,62
152,919
153,160
154,742
155,433
156,432
157,723
158,300
159,432
161,869
162,1084
163,192
164,595
165,595
166,595
167,31
168,307
169,458
170,433
171,604
172,122
173,177
174,1138
179,859
181,39
182,810
183,984
184,397
185,481
186,481
187,481
188,481
189,706
190,255
191,890
192,62
195,1136
196,1136
197,950
198,1204
199,892
200,175
202,727
203,202
206,779
207,779
208,935
209,905
210,174
211,70
213,779
214,161
216,296
217,1316
218,501
219,1185
220,174
221,296
222,187
223,905
224,174
225,236
226,905
227,696
228,395
229,1056
230,167
231,935
232,708
233,757
235,590
236,1179
237,1154
238,501
239,44
240,567
241,1176
242,1274
243,369
244,369
245,369
246,501
247,604
248,312
252,501
253,1265
254,1265
255,1265
256,1265
257,1265
258,1265
259,1265
260,624
261,624
262,624
263,624
264,624
265,624
266,624
267,1126
268,1126
269,1126
270,1126
271,1126
272,1126
273,701
274,701
275,701
276,701
277,701
278,701
279,701
280,701
281,892
282,892
283,892
284,892
285,588
286,588
287,588
288,385
289,588
290,308
291,1074
292,1074
293,1074
294,1074
296,677
297,677
298,1004
299,1004
300,1004
301,1004
302,707
303,707
304,707
305,707
306,707
307,707
308,523
309,523
310,523
311,523
312,523
313,133
315,133
316,133
317,133
318,133
319,133
321,515
322,515
323,515
324,515
325,515
326,515
327,515
332,1072
333,236
334,236
335,935
336,935
337,161
339,795
340,795
341,795
342,795
343,795
344,795
345,161
347,195
348,187
349,187
350,272
351,272
352,175
353,272
355,278
356,284
357,284
358,269
360,7
361,167
362,236
363,167
364,184
365,322
366,110
367,110
368,110
369,903
370,431
371,296
372,586
374,935
375,757
376,757
377,1115
378,1385
379,1385
380,128
381,128
382,160
383,39
384,21
385,363
386,363
387,363
388,300
390,238
391,626
392,1185
393,425
394,200
396,1115
397,609
398,1177
401,905
402,249
403,905
404,1142
405,1142
406,1054
407,586
408,723
409,723
410,919
411,441
412,130
413,1192
414,604
415,623
417,425
418,425
419,604
420,604
421,98
422,1315
423,441
424,844
425,844
426,742
427,363
428,562
430,127
431,905
432,367
433,70
434,70
435,70
437,1264
438,1264
439,905
440,296
441,195
442,175
443,168
445,1375
447,727
448,727
449,638
450,1043
451,638
452,1185
453,1043
454,744
455,744
457,626
459,650
460,743
461,1043
462,743
463,1142
464,222
465,14
466,14
467,14
468,14
469,14
470,14
472,650
474,70
475,296
476,395
477,1056
478,1056
479,70
483,1375
484,1204
485,7
486,277
487,262
489,590
491,590
493,511
494,511
496,594
497,534
498,230
501,225
502,225
503,225
505,1120
506,1120
508,74
509,74
511,30
512,30
513,204
515,204
516,204
517,204
518,1146
519,1146
520,1146
521,1146
524,205
525,671
526,727
527,189
528,192
533,192
534,501
535,44
536,44
538,1198
539,1198
540,1198
541,217
543,233
544,233
545,233
546,233
547,233
549,877
551,1116
552,1116
553,1116
554,1116
556,569
557,569
558,569
559,569
560,877
564,1344
565,1344
566,1344
567,1344
568,213
573,479
575,479
577,568
578,568
579,568
580,451
582,1083
583,1083
584,1083
585,1083
586,1083
589,230
590,230
591,230
592,230
593,905
594,285
596,357
597,357
598,357
599,357
600,357
601,119
602,119
604,119
605,119
606,119
607,120
608,120
609,120
610,120
611,120
612,120
613,120
614,1085
615,1085
616,1085
617,1085
618,1034
619,788
620,1237
621,1237
622,1237
623,1237
624,1237
625,1237
626,1381
627,1381
628,453
629,453
630,453
631,453
632,453
633,453
634,828
635,828
636,873
637,873
638,873
639,873
640,598
641,598
642,598
643,598
644,598
645,457
646,457
647,457
648,457
649,457
650,457
651,1307
653,1178
654,995
655,935
656,590
658,590
660,647
661,647
662,647
663,236
664,829
665,829
666,829
667,829
668,829
669,829
671,829
672,829
673,123
674,123
675,123
676,123
677,123
678,123
679,123
680,123
681,123
682,123
683,496
684,496
685,497
687,497
688,496
690,496
691,496
692,496
693,496
694,496
695,496
697,984
698,984
699,984
700,984
701,984
702,984
703,1296
705,1296
707,1296
708,1296
709,1296
710,1296
711,842
712,842
714,842
715,842
716,842
717,842
718,842
719,842
720,445
721,445
722,445
723,445
724,445
726,445
727,445
729,445
730,475
731,1124
732,1124
733,1124
734,1124
735,1124
736,1124
737,1124
738,1124
739,1151
740,1151
741,1151
742,1151
743,1151
744,1151
745,1151
746,1151
747,1151
748,504
749,504
750,504
751,504
752,504
753,504
754,504
755,504
756,504
757,504
758,526
759,526
760,526
761,526
762,526
763,526
764,526
765,526
766,526
767,526
768,526
769,1030
770,1030
771,1030
772,1030
773,1030
774,1030
775,1030
776,704
777,704
778,704
779,704
780,704
781,494
782,494
783,494
784,494
785,494
786,494
787,966
788,966
789,966
790,966
791,966
792,966
793,966
794,966
795,966
796,770
797,1185
798,526
799,160
800,526
801,103
803,641
805,432
806,432
807,641
808,1177
809,1072
810,622
811,21
812,709
813,540
814,137
815,137
816,270
817,174
818,459
820,447
821,1204
822,188
824,623
825,174
827,221
829,368
830,562
831,447
832,919
833,604
836,301
837,907
838,1263
839,190
840,196
841,202
843,590
844,590
845,590
847,590
848,590
850,590
851,169
853,7
854,271
855,671
856,1056
857,277
858,359
859,370
860,1003
861,717
862,717
863,717
864,1303
865,1303
866,1303
867,742
868,1204
869,622
870,622
872,431
873,432
874,432
875,432
876,1307
877,269
878,28
879,935
880,1143
882,189
883,175
884,1143
885,903
886,1378
887,623
888,109
889,195
890,194
892,182
894,586
895,1331
896,1331
897,623
898,89
899,89
900,1177
901,21
902,584
903,892
904,803
905,305
906,261
907,919
908,604
909,849
914,659
915,1143
916,623
917,1177
918,604
923,21
924,447
925,447
927,441
928,447
929,26
930,447
932,604
933,1205
934,1205
935,1205
936,1103
937,207
938,1315
939,1315
940,1315
941,691
942,823
943,823
944,823
945,823
946,823
947,823
948,823
949,823
950,503
951,916
953,916
954,916
955,916
956,916
958,290
959,202
960,283
961,691
962,691
963,691
964,691
965,1321
966,1321
967,1321
968,1158
969,1158
970,1158
971,1158
972,1158
973,1158
974,1158
975,1158
976,1158
977,1158
978,1158
979,1158
980,409
982,409
983,409
984,409
985,1011
986,1011
987,1011
988,1011
989,1011
990,841
991,841
992,841
993,841
994,841
995,841
996,841
997,841
998,841
999,721
1000,721
1001,721
1002,721
1003,721
1004,700
1005,700
1006,700
1007,700
1008,700
1009,700
1010,700
1011,700
1012,227
1013,549
1014,71
1015,71
1016,71
1017,71
1018,71
1019,71
1020,62
1021,23
1022,272
1023,521
1024,521
1025,521
1026,521
1027,942
1028,942
1029,942
1031,942
1032,942
1033,612
1034,23
1035,1204
1036,98
1037,1162
1038,26
1041,26
1042,1181
1043,1295
1044,1295
1045,1295
1046,1295
1048,527
1049,527
1050,527
1051,527
1053,527
1054,527
1055,527
1056,1169
1057,1169
1058,1169
1059,1169
1060,1169
1061,1169
1064,246
1067,296
1068,447
1069,622
1070,765
1072,703
1073,286
1074,282
1075,1242
1076,622
1077,693
1078,693
1079,1366
1080,693
1081,693
1082,592
1083,577
1084,371
1085,116
1086,36
1087,822
1088,702
1089,382
1090,491
1091,977
1092,1284
1093,1258
1094,1333
1095,866
1096,1013
1097,601
1098,513
1099,124
1100,904
1101,444
1102,625
1103,834
1104,1044
1105,1025
1106,1027
1107,818
1108,860
1109,1119
1110,1129
1111,1145
1112,1294
1113,1305
1114,778
1115,1263
1116,76
1117,144
1118,841
1121,823
1122,16
1123,485
1124,239
1125,118
1126,59
1127,263
1128,1261
1129,879
1130,64
1131,64
1133,440
1134,440
1135,440
1136,440
1137,440
1138,440
1139,440
1140,440
1141,440
1142,440
1143,236
1144,236
1145,236
1146,236
1147,1045
1148,1243
1149,81
1150,159
1151,751
1152,814
1153,814
1154,376
1155,376
1156,376
1157,376
1158,376
1159,540
1160,1064
1161,1064
1162,1064
1163,78
1164,78
1165,78
1166,78
1167,78
1168,78
1169,78
1170,869
1171,869
1172,869
1173,869
1175,869
1176,869
1177,653
1178,653
1179,610
1180,738
1181,610
1182,610
1183,610
1184,610
1185,610
1186,925
1187,925
1188,925
1189,925
1190,925
1191,925
1192,1191
1193,276
1194,793
1195,157
1196,1204
1197,1012
1198,62
1199,442
1200,953
1201,584
1202,447
1203,513
1205,662
1206,334
1207,896
1208,498
1209,498
1210,588
1211,588
1212,588
1213,588
1214,945
1215,945
1216,945
1217,945
1218,945
1219,945
1221,21
1222,21
1223,68
1224,68
1226,609
1227,1238
1228,1238
1229,1238
1230,1238
1231,759
1232,759
1233,759
1234,759
1235,759
1236,759
1237,751
1238,524
1240,404
1241,404
1242,404
1243,404
1244,404
1245,1204
1246,68
1247,1100
1248,1100
1249,1100
1250,1100
1251,1100
1252,1100
1253,1204
1254,1204
1255,21
1256,29
1257,1204
1258,1204
1259,1101
1260,1101
1261,1101
1262,1101
1264,1101
1265,1101
1266,1101
1267,1101
1268,1101
1269,936
1270,936
1271,936
1272,936
1273,936
1274,936
1275,936
1276,1009
1277,1009
1278,1009
1279,1009
1281,1009
1282,1180
1283,1180
1284,1180
1285,1180
1286,1180
1287,731
1288,731
1289,731
1290,731
1291,731
1292,731
1293,731
1294,1181
1295,1181
1296,696
1297,306
1298,432
1299,432
1300,1143
1301,1143
1302,358
1303,769
1304,1143
1306,540
1307,765
1308,299
1310,195
1311,572
1312,322
1313,671
1314,710
1315,710
1316,922
1317,922
1318,922
1319,922
1320,922
1321,922
1322,922
1323,922
1325,321
1326,1200
1327,321
1331,913
1332,913
1333,913
1335,1298
1336,271
1337,602
1338,602
1339,602
1341,1023
1342,763
1343,268
1345,202
1347,630
1349,1115
1350,961
1351,765
1352,276
1353,586
1354,769
1355,769
1356,255
1358,255
1359,255
1361,853
1362,255
1363,255
1364,255
1365,272
1366,1293
1367,769
1368,157
1369,21
1370,907
1371,1204
1372,128
1373,267
1375,993
1376,1290
1377,520
1378,134
1379,372
1380,39
1381,919
1382,1204
1384,62
1385,865
1386,286
1389,676
1390,676
1392,676
1393,676
1394,676
1395,408
1397,752
1398,907
1401,1051
1402,803
1403,338
1405,287
1406,932
1408,1268
1409,1302
1410,1268
1411,586
1412,769
1414,906
1415,820
1416,1181
1417,157
1418,1051
1419,88
1420,1200
1421,1153
1422,632
1423,637
1424,23
1425,94
1426,554
1427,134
1428,270
1429,786
1430,971
1431,512
1432,1301
1433,619
1435,1153
1436,1153
1437,1153
1438,23
1439,875
1440,18
1441,1263
1442,1263
1443,1263
1444,1263
1445,1263
1446,1263
1451,258
1452,1065
1453,1065
1454,1219
1455,65
1456,549
1457,764
1458,1206
1459,756
1460,941
1461,941
1462,689
1463,90
1464,90
1465,1260
1466,983
1468,888
1469,1339
1470,9
1471,854
1472,141
1473,1103
1474,1069
1475,1069
1476,463
1477,57
1478,596
1479,1169
1480,946
1481,550
1482,1295
1483,947
1484,869
1485,973
1486,32
1487,576
1488,1301
1489,47
1490,71
1492,617
1493,1103
1494,102
1495,347
1496,472
1497,922
1498,1039
1499,924
1500,865
1502,603
1503,603
1504,752
1505,1200
1506,1200
1507,779
1508,912
1509,301
1510,1200
1511,1181
1512,608
1513,1217
1516,785
1517,40
1518,564
1519,431
1520,431
1521,554
1522,804
1523,752
1524,266
1525,338
1526,619
1527,604
1528,1389
1529,1243
1530,599
1532,586
1533,93
1534,287
1535,1200
1536,148
1537,632
1538,406
1539,1136
1540,919
1541,1353
1542,1268
1543,1268
1546,206
1548,730
1549,520
1550,206
1551,85
1552,727
1553,94
1554,919
1555,769
1556,1142
1557,94
1558,857
1559,526
1560,670
1561,670
1562,670
1563,572
1564,832
1565,832
1566,832
1567,832
1568,517
1569,517
1570,681
1571,865
1572,309
1573,742
1574,1375
1575,1375
1576,554
1577,742
1578,444
1580,431
1581,563
1583,304
1584,931
1585,602
1586,769
1587,608
1588,766
1589,1037
1592,1051
1593,413
1594,413
1595,413
1596,413
1597,413
1598,1375
1599,1386
1602,1386
1603,1386
1604,1386
1605,1386
1606,1020
1608,838
1609,381
1610,432
1611,1063
1612,635
1613,381
1615,392
1616,769
1617,800
1618,800
1619,599
1622,1268
1623,465
1624,705
1625,104
1626,125
1627,639
1628,573
1629,564
1634,664
1636,1053
1637,88
1638,558
1641,749
1644,229
1645,229
1646,570
1647,570
1648,570
1649,220
1650,640
1651,215
1654,668
1655,668
1656,747
1657,729
1658,729
1659,729
1660,1114
1661,1114
1662,1114
1664,1024
1665,1024
1667,746
1668,746
1669,746
1671,733
1672,733
1673,819
1674,222
1676,222
1677,208
1678,208
1680,208
1681,819
1682,819
1683,1311
1684,1311
1685,972
1687,40
1688,1191
1690,1191
1691,60
1692,804
1693,804
1694,804
1695,60
1696,60
1697,60
1699,907
1700,907
1701,338
1702,338
1704,1176
1705,276
1706,815
1708,385
1709,44
1710,1181
1711,1181
1712,1181
1713,1181
1714,520
1715,913
1716,913
1717,1039
1719,1051
1720,1153
1721,1271
1722,757
1723,599
1724,1102
1725,1154
1726,1380
1727,586
1728,421
1729,421
1730,1271
1731,392
1733,1032
1734,768
1735,1268
1736,1268
1738,727
1739,354
1741,802
1742,802
1743,802
1744,802
1745,802
1746,802
1747,754
1748,754
1749,754
1750,754
1751,754
1752,754
1753,754
1754,1002
1756,1002
1757,1002
1758,1002
1759,643
1760,643
1761,643
1762,643
1763,643
1764,643
1765,374
1766,374
1767,374
1768,374
1769,1326
1770,1326
1771,1326
1772,1285
1773,1285
1774,1285
1775,1285
1776,1285
1777,1285
1778,1285
1780,1134
1781,1134
1782,1134
1783,1134
1784,84
1785,84
1786,724
1787,724
1788,724
1789,1304
1790,829
1791,441
1792,39
1793,21
1794,21
1795,1358
1796,429
1797,1360
1800,771
1802,593
1803,1367
1804,630
1805,905
1806,135
1807,1268
1808,557
1809,101
1810,101
1811,101
1812,101
1813,101
1814,101
1815,603
1816,603
1817,603
1818,603
1819,603
1820,603
1821,603
1823,603
1824,301
1825,900
1826,259
1828,1112
1831,41
1832,1268
1837,305
1838,525
1839,1345
1840,566
1841,566
1842,566
1843,566
1844,566
1845,566
1846,566
1847,716
1849,716
1850,636
1851,636
1852,636
1853,1280
1854,1280
1855,1280
1856,1280
1857,1280
1858,1280
1859,1373
1861,629
1862,629
1864,652
1865,652
1866,652
1867,310
1868,310
1869,310
1870,310
1871,734
1872,734
1873,888
1874,888
1875,888
1876,888
1877,734
1878,888
1879,888
1880,888
1882,888
1883,403
1884,403
1885,403
1886,408
1887,408
1888,408
1889,1314
1890,1314
1891,1314
1892,1314
1893,1314
1894,355
1896,179
1897,1152
1901,260
1902,266
1903,1204
1904,820
1905,769
1906,607
1907,607
1908,607
1909,607
1910,607
1911,607
1914,1066
1915,1066
1916,1066
1917,1066
1918,1066
1919,1066
1920,928
1921,928
1922,928
1923,596
1924,596
1925,596
1926,596
1927,596
1928,596
1929,1133
1930,1133
1931,1133
1932,1133
1933,1133
1934,1268
1936,769
1938,223
1939,276
1940,930
1941,790
1942,293
1943,930
1944,158
1945,557
1946,90
1947,763
1948,763
1949,1281
1950,401
1951,553
1952,680
1953,642
1954,1230
1955,329
1956,392
1957,608
1958,39
1959,630
1960,1268
1963,542
1964,295
1965,276
1967,254
1968,254
1969,254
1970,254
1971,254
1972,528
1973,528
1974,528
1975,528
1976,501
1977,501
1978,501
1979,501
1980,501
1981,501
1982,501
1983,1268
1984,1268
1985,582
1986,582
1987,126
1988,198
1989,878
1990,886
1991,1307
1992,762
1994,1298
1995,1290
1996,602
1998,947
1999,947
2000,947
2001,791
2002,602
2003,1181
2004,769
2005,667
2006,536
2007,536
2008,810
2009,810
2011,1271
2012,1359
2013,110
2014,344
2015,23
2016,708
2017,810
2018,266
2019,810
2020,553
2021,810
2022,552
2023,79
2024,47
2025,441
2026,94
2027,47
2028,857
2029,983
2030,463
2031,532
2032,1360
2033,889
2034,94
2035,1121
2036,151
2037,615
2038,493
2040,553
2041,553
2042,553
2043,553
2044,553
2045,553
2046,552
2047,552
2048,552
2049,552
2050,552
2051,552
2052,322
2053,255
2054,536
2055,536
2056,536
2057,536
2058,536
2059,536
2060,536
2061,536
2062,808
2063,808
2064,808
2065,808
2066,808
2067,808
2068,808
2070,962
2071,962
2072,962
2073,962
2074,1255
2075,1255
2076,1255
2077,809
2078,809
2079,809
2080,809
2081,809
2082,47
2083,47
2084,47
2085,47
2086,47
2087,943
2088,943
2089,943
2090,943
2091,943
2092,943
2093,943
2094,941
2095,941
2096,941
2097,941
2098,941
2100,941
2101,941
2102,1318
2103,1171
2104,1229
2105,1229
2106,1229
2107,1229
2108,1229
2109,1229
2110,1171
2111,1171
2112,1171
2113,1171
2114,1171
2115,1171
2116,1171
2117,944
2118,344
2119,937
2120,937
2122,937
2123,937
2124,1153
2125,1268
2126,1042
2127,1042
2128,1042
2129,1042
2130,1279
2131,1279
2132,1279
2133,1279
2134,1279
2135,1279
2136,1092
2137,1092
2138,1092
2139,1092
2140,1092
2141,1092
2142,1092
2143,1092
2144,1092
2145,1092
2146,1078
2147,1078
2148,1078
2149,1078
2150,1078
2151,1078
2152,1078
2154,930
2155,930
2156,258
2157,258
2158,258
2159,258
2160,258
2161,77
2163,77
2164,77
2165,77
2166,77
2168,80
2169,80
2170,605
2171,605
2172,872
2173,872
2174,872
2175,872
2176,872
2177,872
2178,708
2179,867
2180,1153
2181,1307
2182,612
2184,871
2185,652
2186,652
2187,652
2188,652
2189,652
2190,652
2192,250
2193,250
2194,250
2195,250
2196,250
2197,854
2198,854
2199,854
2201,854
2202,854
2203,854
2204,591
2205,591
2206,591
2207,591
2208,591
2209,591
2210,591
2211,591
2212,591
2213,591
2214,1268
2215,1041
2216,1041
2217,1041
2218,1041
2219,1072
2220,1142
2221,608
2222,193
2223,483
2224,62
2225,483
2226,552
2227,1298
2228,338
2229,39
2231,388
2232,388
2233,388
2234,388
2235,388
2236,388
2237,459
2238,1094
2239,820
2240,39
2241,1099
2242,1356
2244,608
2245,1281
2247,98
2248,585
2249,585
2250,585
2251,585
2252,585
2253,585
2254,585
2255,585
2256,585
2257,585
2258,1268
2259,727
2260,727
2261,255
2262,1156
2263,338
2264,907
2265,247
2266,247
2267,247
2268,355
2269,1178
2271,1263
2272,1263
2273,1263
2274,1263
2276,1263
2277,401
2278,401
2279,1268
2281,725
2282,725
2283,725
2284,727
2285,584
2286,1204
2287,1204
2288,1268
2289,1341
2290,1301
2291,768
2292,768
2293,857
2295,857
2296,857
2297,576
2298,943
2299,1298
2300,258
2301,764
2302,57
2303,63
2304,837
2305,550
2306,1206
2307,868
2308,416
2309,1065
2310,652
2311,1220
2312,922
2313,32
2314,689
2315,689
2316,1301
2317,483
2318,483
2319,786
2321,450
2322,1230
2323,1228
2324,291
2325,287
2326,248
2328,268
2329,288
2332,191
2333,608
2334,608
2335,1268
2337,572
2338,255
2339,562
2340,768
2341,1362
2342,526
2343,1111
2344,304
2345,284
2346,189
2347,1017
2348,969
2349,191
2351,1096
2352,269
2353,287
2354,637
2355,1275
2357,99
2358,460
2359,996
2360,1013
2361,617
2362,617
2363,617
2364,617
2365,617
2366,617
2367,807
2368,978
2369,627
2370,519
2371,452
2372,953
2373,668
2374,586
2375,1051
2376,1286
2377,483
2378,483
2380,197
2381,223
2382,483
2383,483
2384,249
2385,641
2386,39
2387,39
2388,157
2389,430
2390,202
2391,94
2392,303
2393,1077
2394,1077
2395,1077
2396,1077
2397,1077
2398,1077
2399,439
2400,439
2401,501
2402,430
2403,1159
2404,1234
2405,330
2406,1069
2407,797
2408,387
2409,373
2410,979
2411,1209
2412,1183
2413,1069
2414,853
2415,839
2416,633
2417,1162
2418,852
2419,861
2420,949
2421,974
2422,1343
2423,1106
2425,1091
2427,1240
2428,1254
2429,1351
2430,162
2431,496
2432,411
2433,481
2434,505
2435,726
2436,818
2437,816
2438,880
2439,436
2440,980
2441,1001
2442,1001
2443,986
2444,390
2445,390
2447,68
2448,377
2449,149
2450,96
2451,318
2452,414
2453,1196
2454,1165
2455,1060
2456,1050
2457,1027
2458,971
2459,450
2460,461
2461,466
2462,589
2463,606
2464,672
2465,711
2466,875
2467,891
2468,257
2469,143
2470,132
2471,138
2472,862
2473,699
2474,716
2475,909
2476,352
2477,1170
2478,1226
2479,544
2480,536
2481,789
2482,816
2483,1368
2484,455
2485,455
2486,455
2487,455
2488,455
2489,987
2490,987
2491,644
2492,644
2493,644
2494,644
2495,644
2496,644
2497,644
2498,644
2499,675
2500,675
2501,675
2502,675
2503,675
2504,317
2505,317
2506,317
2507,317
2508,317
2509,317
2510,317
2511,317
2512,317
2513,317
2514,317
2516,815
2517,243
2518,916
2519,910
2520,1338
2521,1170
2522,434
2523,340
2524,720
2525,719
2526,463
2527,483
2528,483
2529,868
2530,956
2531,155
2532,146
2533,1204
2534,1207
2535,891
2536,1097
2537,1127
2538,1310
2539,1371
2540,1057
2541,556
2542,1104
2543,1104
2544,1230
2545,1372
2546,1070
2547,972
2548,244
2549,580
2550,1385
2551,641
2552,189
2553,178
2554,174
2555,174
2557,174
2558,316
2559,563
2560,563
2561,953
2562,1006
2563,303
2564,309
2565,268
2566,39
2567,188
2568,884
2569,437
2570,437
2571,1340
2572,1340
2573,1340
2574,1340
2575,1340
2576,1340
2577,1340
2578,1212
2579,1212
2580,1212
2581,1212
2582,1212
2583,1212
2584,892
2585,827
2586,712
2587,712
2588,712
2589,712
2590,830
2591,830
2592,830
2593,651
2594,651
2595,651
2596,651
2597,651
2598,651
2599,892
2600,827
2602,827
2604,827
2605,50
2606,921
2607,654
2608,742
2610,13
2611,782
2612,437
2613,231
2614,197
2615,835
2616,1022
2617,735
2619,1361
2620,1130
2621,1201
2622,1007
2623,1226
2624,578
2625,938
2626,253
2627,694
2628,694
2629,358
2630,358
2631,553
2632,553
2633,602
2634,602
2635,338
2636,769
2637,1301
2642,260
2643,757
2644,740
2645,907
2647,1065
2648,1065
2649,663
2650,694
2651,694
2652,807
2653,786
2654,381
2655,865
2656,563
2657,563
2658,1355
2659,1380
2660,88
2661,1290
2662,1290
2663,256
2665,489
2666,4
2667,489
2668,1268
2669,805
2670,805
2671,313
2672,734
2673,913
2674,555
2676,483
2677,907
2678,710
2679,501
2680,1263
2681,1263
2682,1263
2683,1263
2684,179
2685,298
2686,179
2687,260
2689,365
2691,437
2692,437
2693,437
2694,437
2695,385
2696,483
2697,385
2698,585
2699,142
2700,142
2701,602
2702,247
2703,1341
2704,65
2705,574
2706,574
2708,437
2709,437
2710,400
2711,47
2712,807
2713,356
2714,304
2715,1051
2716,88
2717,88
2719,786
2720,1319
2721,178
2722,316
2723,356
2724,356
2725,867
2726,1103
2727,821
2728,1153
2729,483
2730,1142
2732,117
2733,468
2734,1107
2735,1225
2736,483
2737,483
2739,562
2740,552
2742,807
2743,1260
2744,1197
2745,304
2746,304
2747,304
2748,708
2749,708
2750,948
2751,375
2752,468
2753,840
2754,338
2755,109
2756,460
2757,338
2758,338
2759,912
2760,1200
2761,708
2762,563
2763,268
2764,1356
2766,1215
2767,1353
2768,621
2769,165
2770,599
2771,478
2772,279
2773,656
2784,483
2785,907
2786,163
2787,109
2788,157
2789,1200
2790,621
2791,897
2792,1080
2793,1103
2794,1268
2795,1216
2796,1216
2797,867
2798,867
2799,1065
2800,1364
2801,502
2802,502
2804,338
2805,602
2806,1052
2807,1052
2808,250
2809,1339
2810,1010
2811,608
2813,599
2814,934
2815,934
2816,157
2817,769
2818,1268
2819,1039
2821,798
2822,798
2823,798
2824,798
2825,310
2826,310
2827,1359
2828,871
2830,871
2831,781
2832,781
2833,781
2834,160
2835,212
2836,769
2837,43
2838,43
2839,43
2840,769
2841,483
2842,483
2843,1181
2844,1181
2845,769
2846,867
2847,867
2848,867
2849,867
2850,1339
2851,1339
2852,1339
2853,1339
2854,1339
2855,1339
2856,1339
2857,632
2858,1010
2859,1010
2860,1010
2861,1010
2862,483
2863,907
2866,1039
2868,483
2869,725
2870,907
2871,725
2872,285
2873,708
2874,206
2875,553
2876,553
2877,553
2878,483
2879,483
2880,483
2881,212
2882,573
2883,573
2884,1317
2885,1270
2886,111
2887,1222
2888,1202
2889,1202
2890,1241
2891,1088
2892,297
2893,1268
2895,1092
2896,380
2897,417
2898,1206
2899,446
2901,585
2902,1071
2903,56
2905,56
2907,56
2908,56
2909,1169
2910,1135
2911,1135
2912,1135
2913,1135
2914,1135
2915,1216
2916,1216
2917,1216
2918,375
2919,375
2920,297
2922,248
2924,248
2925,1292
2927,1292
2928,248
2930,248
2931,907
2932,297
2933,1292
2934,443
2935,165
2936,1292
2937,399
2938,599
2939,907
2940,602
2941,602
2942,602
2943,602
2945,602
2946,602
2947,725
2948,725
2949,725
2950,725
2951,725
2952,725
2953,725
2954,725
2955,467
2958,608
2959,907
2960,599
2961,907
2962,1132
2963,608
2964,608
2965,412
2966,412
2967,412
2968,599
2969,907
